sku,description,length,width,height,weight,price
18291135437,Item 18291135437,10,22,20,75.88308067,13.71297455
18291135438,Item 18291135438,13,20,11,139.0537516,27.95198307
18291135439,Item 18291135439,15,21,23,79.63782665,87.70412783
18121114941,Item 18121114941,1,8,7,95.54810428,15.31913161
18121114940,Item 18121114940,6,10,13,87.33280955,1.390389986
18121114939,Item 18121114939,4,11,15,84.39988036,9.604119178
85201104341,Item 85201104341,12,18,18,159.5197113,25.66516209
18221122734,Item 18221122734,10,17,3,27.08011636,3.47485453
16291115239,Item 16291115239,22,23,22,30.45470493,7.834203968
17293107735,Item 17293107735,19,1,3,14.40507424,5.056678248
17293107734,Item 17293107734,11,5,19,126.1402719,29.97189221
17293107736,Item 17293107736,2,10,17,155.7626665,24.00426581
18101101642,Item 18101101642,18,13,10,44.66599419,16.39373787
17293305940,Item 17293305940,4,20,13,43.94283678,21.31955653
425643C4240,Item 425643C4240,18,22,22,7.669289135,24.50148473
399120BLK37,Item 399120BLK37,6,19,11,129.3247324,23.66029829
27131205240,Item 27131205240,17,9,16,20.03815373,27.20530904
18245108837,Item 18245108837,16,3,23,7.557703791,13.65183587
18201100435,Item 18201100435,13,11,6,137.1728529,7.551921329
39012335738,Item 39012335738,18,12,16,100.5383984,14.5348993
28244925535,Item 28244925535,21,7,2,29.32086792,17.09446038
27211225535,Item 27211225535,16,8,20,0.611377419,59.33145688
17203120836,Item 17203120836,12,21,13,0.331939473,7.074671087
17243109235,Item 17243109235,4,11,17,74.94274555,28.68449178
17243109236,Item 17243109236,16,12,11,76.26432294,7.555351415
17291108739,Item 17291108739,7,17,15,83.00941802,42.39356911
17291108735,Item 17291108735,13,12,3,134.1946694,10.81283824
28881401243,Item 28881401243,20,5,16,142.2875487,26.59992484
17191104143,Item 17191104143,9,16,5,103.538353,3.964096319
17191104142,Item 17191104142,11,12,11,126.6054158,2.482165354
17191104140,Item 17191104140,13,10,5,97.76705494,18.03404665
17191106341,Item 17191106341,11,21,16,83.10781878,26.72727504
07291200539,Item 7291200539,18,9,11,43.21601436,16.21996402
18143107640,Item 18143107640,10,12,20,121.466957,9.102766414
07201100240,Item 7201100240,11,14,1,12.74592678,19.29872966
07203300640,Item 7203300640,22,19,22,2.7700289,41.48172535
28141200838,Item 28141200838,4,2,8,39.00848949,26.54588777
28141200839,Item 28141200839,19,3,18,137.5028769,21.09594462
28141200840,Item 28141200840,10,15,10,26.41712334,14.3374794
28141200841,Item 28141200841,1,5,13,141.4396366,27.28975075
28141200842,Item 28141200842,8,6,4,92.04861915,14.12387422
88181100838,Item 88181100838,12,23,6,115.1464188,7.395515542
889110000000,Item 8.8911E+11,10,11,14,138.9793233,7.367827602
07291201039,Item 7291201039,17,8,1,96.5047321,11.47855757
07291201038,Item 7291201038,2,8,17,67.72562599,91.77515242
18221131334,Item 18221131334,2,22,22,110.3215362,124.0959171
16291116635,Item 16291116635,12,12,12,94.53794824,2.940892489
16291116637,Item 16291116637,7,20,20,140.5070507,1.357302257
17293103139,Item 17293103139,12,3,10,127.6254961,9.888020299
17293103138,Item 17293103138,16,1,9,56.20626616,15.9995648
16291100537,Item 16291100537,13,5,15,51.5174765,32.58641018
16291100536,Item 16291100536,21,15,13,126.9954538,8.394872778
16201112037,Item 16201112037,19,15,2,46.02140378,26.43568757
28233237940,Item 28233237940,8,16,6,101.1058826,22.49979363
17203121038,Item 17203121038,12,17,5,105.1090787,84.3021209
28136207044,Item 28136207044,14,13,22,151.5676278,17.51068476
27211123839,Item 27211123839,7,19,19,104.421216,11.51706364
28242913935,Item 28242913935,15,12,14,129.0062857,6.591530963
20025240838,Item 20025240838,3,4,7,33.23687937,16.85529734
20025240837,Item 20025240837,5,6,8,78.36761683,22.65813591
20025240839,Item 20025240839,16,4,15,62.53861621,7.781061224
20025240834,Item 20025240834,15,8,22,121.9864688,29.31417278
20025240835,Item 20025240835,7,23,21,50.38132917,25.76485929
20025240836,Item 20025240836,14,4,4,126.3813784,13.35503558
27241819435,Item 27241819435,23,16,22,117.8463352,5.885347208
17293117836,Item 17293117836,8,6,4,35.97730141,22.22329462
18293302435,Item 18293302435,8,19,1,54.33105012,179.3718376
18293302439,Item 18293302439,6,4,12,114.1774114,16.03542249
18293302437,Item 18293302437,8,11,4,135.1296255,21.66482311
27241819335,Item 27241819335,11,13,22,113.6999134,12.81024917
18143116040,Item 18143116040,15,15,11,2.063636582,26.71554221
18143116039,Item 18143116039,20,17,16,47.73987653,19.07516473
18121106241,Item 18121106241,11,8,20,110.0282748,19.52338412
18121106240,Item 18121106240,1,20,20,68.91717762,24.40638677
18127101141,Item 18127101141,23,13,6,126.7408579,12.52217457
18121106238,Item 18121106238,14,17,20,10.40408229,151.9776493
17145196740,Item 17145196740,23,23,16,156.0238532,21.89492017
17145298342,Item 17145298342,23,6,11,151.8237314,17.68985323
88161310538,Item 88161310538,8,10,3,114.5311501,152.6803137
88161310542,Item 88161310542,11,7,20,110.9292706,21.37835823
88161310539,Item 88161310539,10,8,22,26.94961161,95.67549001
20026240236,Item 20026240236,22,19,9,36.73030908,111.5828018
26131205937,Item 26131205937,8,9,23,29.42720929,27.61011552
26131205943,Item 26131205943,9,8,1,47.11476246,10.28672463
28132201743,Item 28132201743,18,18,8,54.93857462,25.14553652
C00526GRN39,Item C00526GRN39,13,17,16,32.17192691,19.12514122
C00526LLC39,Item C00526LLC39,1,15,21,12.59627396,170.4899741
391040LGR38,Item 391040LGR38,21,18,20,141.5585565,92.53648965
18201100439,Item 18201100439,11,5,8,116.1387765,27.54620089
18201100437,Item 18201100437,6,9,13,5.690074292,100.8618836
18143205539,Item 18143205539,19,16,1,156.0219472,4.583758514
28235229838,Item 28235229838,10,19,2,39.00284432,3.462452884
28235229836,Item 28235229836,12,1,21,135.9849774,2.097521646
17121208141,Item 17121208141,18,14,20,154.3566112,16.22589772
28131208242,Item 28131208242,8,1,6,100.8414487,16.27214811
17293102935,Item 17293102935,6,6,14,24.8474142,28.10021031
17203121238,Item 17203121238,18,15,10,103.3365358,24.66871048
28246933035,Item 28246933035,13,8,19,129.0009197,5.499700343
28246933036,Item 28246933036,7,17,20,7.242385196,23.89827998
28246933038,Item 28246933038,15,8,21,133.5069691,26.94331672
28246933037,Item 28246933037,13,17,15,74.00340105,11.95086717
17291104336,Item 17291104336,16,5,18,40.2378851,15.96358429
18293302438,Item 18293302438,13,23,12,20.60818969,52.80830121
28246933039,Item 28246933039,21,2,17,88.21380589,7.826942522
17221108035,Item 17221108035,8,4,16,2.508947255,22.4037347
16191100843,Item 16191100843,22,2,20,98.88680421,9.299447248
16191100841,Item 16191100841,22,16,21,94.43975312,128.5255883
17203120839,Item 17203120839,21,6,3,68.08759417,22.97586264
16191100842,Item 16191100842,11,5,3,139.6485117,76.72971967
18143116044,Item 18143116044,11,15,5,147.2890998,29.77496833
17291204539,Item 17291204539,6,5,14,4.934195766,24.03744701
17291116234,Item 17291116234,16,18,19,89.82079188,49.20300746
17291204535,Item 17291204535,6,21,6,75.60972935,4.660613255
17291204538,Item 17291204538,15,18,7,116.8424766,19.55964865
17291204534,Item 17291204534,19,3,19,38.70365326,17.01900057
17291204537,Item 17291204537,6,1,12,125.5172914,63.10687597
18121114938,Item 18121114938,23,23,10,47.85782744,26.65348901
18203112735,Item 18203112735,16,7,8,33.42094014,10.10643097
27131222044,Item 27131222044,21,3,18,69.03743614,1.685545005
27241819438,Item 27241819438,13,17,9,68.24093952,12.183172
07291202240,Item 7291202240,18,19,13,132.0599301,14.84575043
28246933136,Item 28246933136,21,15,23,140.7273563,26.71949123
28246933137,Item 28246933137,6,20,16,125.1851776,13.81713053
18291145235,Item 18291145235,20,15,8,81.68590715,11.03736895
85201104338,Item 85201104338,10,19,10,103.9093179,135.6277494
85201104342,Item 85201104342,14,17,20,93.56297444,17.52389163
85201104340,Item 85201104340,3,19,23,20.23157675,12.12710863
27131222041,Item 27131222041,18,16,23,54.08532045,56.1669882
85201104339,Item 85201104339,14,18,1,42.63335158,29.1111773
18105200340,Item 18105200340,23,11,23,81.08645638,24.12113324
18291143835,Item 18291143835,8,7,18,141.5114558,13.90946346
18121115039,Item 18121115039,18,22,14,82.77062365,132.8547429
17243201038,Item 17243201038,13,11,14,104.2448713,29.25555364
17243109939,Item 17243109939,20,17,16,153.9022116,184.1930697
17291114834,Item 17291114834,9,10,10,6.544487693,116.2400827
17291114837,Item 17291114837,12,12,17,27.85463822,130.0537906
18201100236,Item 18201100236,13,9,13,26.33604859,24.92458926
18103102940,Item 18103102940,4,16,5,63.44815218,13.59165691
18103102841,Item 18103102841,3,22,13,42.27191238,3.5542735
18103102839,Item 18103102839,15,5,7,137.0343687,19.56256796
18291108137,Item 18291108137,21,10,2,124.2902257,18.13417163
18291108135,Item 18291108135,10,3,17,134.6693674,6.382476862
18291108138,Item 18291108138,20,19,21,136.4898913,101.4190692
18291108136,Item 18291108136,20,13,7,67.7257507,64.01229504
18127101143,Item 18127101143,21,6,15,87.35885529,101.7001439
17293305237,Item 17293305237,5,14,20,60.37234457,19.60740817
18233104937,Item 18233104937,19,1,19,100.9811157,19.41571618
48145200442,Item 48145200442,3,11,19,109.3581986,119.1860081
18143104638,Item 18143104638,1,9,23,150.2819129,23.82522131
18145215541,Item 18145215541,1,12,14,7.14775252,28.14297061
18145210839,Item 18145210839,6,10,15,35.88010342,5.08885651
48145200439,Item 48145200439,1,12,8,16.59776743,21.80844245
88082106540,Item 88082106540,9,6,18,113.8102736,2.760814414
17121181043,Item 17121181043,21,2,5,50.5410931,2.84016937
17121181040,Item 17121181040,2,1,14,141.3049702,19.4964243
18145210842,Item 18145210842,13,10,13,50.25457127,7.087982084
16202400435,Item 16202400435,16,11,19,87.88411562,10.89725656
16202400436,Item 16202400436,18,10,12,91.22720238,53.11999112
27241809239,Item 27241809239,10,12,20,31.16736174,22.41357026
40081101539,Item 40081101539,4,5,3,106.0634017,4.85830212
17145196742,Item 17145196742,13,20,23,100.3266143,15.37264774
27231212437,Item 27231212437,8,4,4,114.8077704,4.754700947
17121100542,Item 17121100542,22,10,5,39.63900603,94.49042366
48145200339,Item 48145200339,18,16,11,24.47618816,7.132459862
27241819237,Item 27241819237,19,8,22,147.0469062,14.91297145
18121114638,Item 18121114638,4,17,19,100.3739567,22.74448485
17293305338,Item 17293305338,7,16,13,107.7376239,82.48952345
17293305337,Item 17293305337,18,7,19,32.12032837,8.538340556
17293305339,Item 17293305339,5,6,3,113.225547,64.63285139
18143214342,Item 18143214342,15,18,15,158.7799169,9.056074012
18211207638,Item 18211207638,11,19,21,11.46555328,14.54478764
18143104640,Item 18143104640,2,20,18,105.0742817,111.2670416
17291104436,Item 17291104436,21,3,22,57.89371064,143.1609435
28246904340,Item 28246904340,18,14,2,37.41320202,8.426834219
18221123135,Item 18221123135,14,22,3,37.14973258,28.62670227
27241809237,Item 27241809237,14,21,11,109.1852379,51.19334696
17291116536,Item 17291116536,1,15,10,6.86912789,10.08752716
17291114934,Item 17291114934,7,11,5,120.012056,12.19637929
18103102840,Item 18103102840,19,12,9,118.8104091,23.2970824
18201100240,Item 18201100240,19,9,10,142.2297955,8.502783124
18103201039,Item 18103201039,2,6,10,55.1227053,24.38090583
28246904136,Item 28246904136,12,9,8,34.12314664,42.17988199
28246904135,Item 28246904135,14,11,4,89.3935459,98.48058556
28246904137,Item 28246904137,18,5,7,115.7370267,7.04468892
28246904138,Item 28246904138,23,6,22,101.8911023,24.96436988
28246904139,Item 28246904139,8,19,4,22.7894087,12.47501024
17145298339,Item 17145298339,18,4,13,121.2720193,9.143051918
18103201043,Item 18103201043,10,16,19,110.4026192,11.01660103
17145298340,Item 17145298340,21,9,8,91.32707471,11.91146905
28244925736,Item 28244925736,20,6,17,38.21666556,16.25890438
18103102842,Item 18103102842,15,22,23,128.784747,20.89585606
18143107839,Item 18143107839,12,5,2,7.376229811,4.384649355
18243209338,Item 18243209338,9,1,20,94.09699272,4.141488538
18243209339,Item 18243209339,14,17,15,154.4056552,8.594359667
28132203140,Item 28132203140,5,3,19,83.21098157,24.25903161
18221106136,Item 18221106136,1,8,16,69.35173037,25.71834792
17293302738,Item 17293302738,6,11,14,89.58068848,15.7810709
27241817439,Item 27241817439,9,15,13,60.32579352,54.69699546
18121118042,Item 18121118042,12,4,12,147.9424332,24.77769711
17121266242,Item 17121266242,5,22,7,68.46330669,81.92195137
18145210840,Item 18145210840,14,20,23,109.5516725,7.071526124
18233300436,Item 18233300436,9,3,3,80.98038606,13.10952558
28881401238,Item 28881401238,17,7,21,121.9050983,33.40808577
28132204143,Item 28132204143,6,2,5,79.6926594,24.10838861
18101101542,Item 18101101542,4,15,7,111.3920434,13.09671436
18193100142,Item 18193100142,19,8,9,100.0928437,17.61437143
18145215339,Item 18145215339,10,1,3,81.99038806,156.32513
18145215338,Item 18145215338,23,8,19,44.19510412,15.12600755
18145215343,Item 18145215343,2,9,21,15.66139143,52.74325121
18145215341,Item 18145215341,15,9,10,149.1959249,4.957466609
18143104743,Item 18143104743,20,12,17,15.71531611,3.574712957
28242915940,Item 28242915940,10,4,13,91.51782661,67.26874032
07293101037,Item 7293101037,15,6,8,75.10966645,27.95643195
17291103434,Item 17291103434,23,14,23,144.6922888,5.976166065
18193201038,Item 18193201038,10,1,19,82.62461827,7.918560486
18193201039,Item 18193201039,22,14,10,154.1311342,3.824846165
18193201040,Item 18193201040,21,15,11,64.5586212,19.57949291
18193201041,Item 18193201041,4,9,4,118.3162329,20.83116915
18193201042,Item 18193201042,6,5,22,141.4393627,11.56981077
18101101641,Item 18101101641,3,16,14,137.3516404,27.14564522
18101101639,Item 18101101639,5,21,13,4.568881435,2.47267964
28244925739,Item 28244925739,5,21,18,106.5716481,21.47874988
18291143837,Item 18291143837,16,19,19,97.00187908,28.54302595
27235202037,Item 27235202037,17,5,9,93.16475201,23.68946707
17121100539,Item 17121100539,17,6,18,114.0041385,15.36450359
18243108036,Item 18243108036,3,19,15,58.31436207,17.4479036
17143123039,Item 17143123039,11,20,2,101.0374998,17.25863982
17143123042,Item 17143123042,19,7,13,8.106532458,27.05285772
18127104940,Item 18127104940,14,13,6,131.6236885,14.61069495
18221121734,Item 18221121734,1,6,7,119.8698469,14.7335285
18127104941,Item 18127104941,14,5,2,128.6523134,2.536053373
17293107039,Item 17293107039,7,22,7,91.96702181,5.842687879
27241810740,Item 27241810740,13,21,9,18.46021111,72.65240992
27241815735,Item 27241815735,14,13,7,24.66191361,17.19106131
27241811540,Item 27241811540,18,8,8,66.19166431,2.045434208
27241815736,Item 27241815736,9,18,22,102.7350079,14.2880156
17291113635,Item 17291113635,12,21,23,144.4214624,23.55219724
17291113636,Item 17291113636,9,14,8,125.3162329,12.77280141
17291216536,Item 17291216536,18,16,9,67.25710267,145.7322704
17291216538,Item 17291216538,23,6,17,63.48061705,90.94190923
17291216539,Item 17291216539,21,15,1,9.385218576,27.70727221
27241819739,Item 27241819739,12,11,10,52.85247325,26.82005032
27241819736,Item 27241819736,14,11,23,69.0817516,14.75411615
40085003041,Item 40085003041,7,1,17,70.90362708,6.401282015
28133209238,Item 28133209238,7,7,22,91.68523887,126.7470505
18145111741,Item 18145111741,14,5,14,108.2243997,21.6100885
18145111743,Item 18145111743,15,21,13,103.730928,1.272215411
18145111738,Item 18145111738,13,9,22,38.17010609,3.2059475
18145111742,Item 18145111742,3,10,7,48.06229581,6.88318524
18101101544,Item 18101101544,4,8,22,0.427944588,26.42954896
27211217839,Item 27211217839,1,22,12,131.115537,1.438155888
88084108938,Item 88084108938,17,10,19,106.1172345,10.13776875
28881400440,Item 28881400440,11,20,18,117.5317871,139.1455921
56292800937,Item 56292800937,21,22,19,33.12959129,18.88251898
18221122137,Item 18221122137,22,21,16,62.57934302,54.98176077
16292317439,Item 16292317439,10,9,2,127.4282033,8.341323326
28881400738,Item 28881400738,19,5,4,83.96120514,49.45766276
28881400739,Item 28881400739,1,3,12,137.2927635,3.858723283
28881400740,Item 28881400740,22,8,23,11.58548141,117.4869384
28881400741,Item 28881400741,22,22,22,114.5870293,13.70733639
28881400742,Item 28881400742,9,6,5,127.2299828,29.487353
25241806335,Item 25241806335,18,4,1,44.44535134,19.17378122
25241806336,Item 25241806336,1,6,8,108.3043076,6.413609481
28244922937,Item 28244922937,19,3,16,65.60008013,15.63705791
28244922936,Item 28244922936,5,7,14,95.27966997,20.21130433
28244922935,Item 28244922935,9,18,2,145.2633005,15.28278687
16291122638,Item 16291122638,19,7,23,18.29428805,3.293604258
16291104736,Item 16291104736,7,19,11,37.16965602,7.767506808
14132428641,Item 14132428641,5,4,17,6.439589981,17.435004
16531121041,Item 16531121041,15,5,22,118.408695,14.57933847
18201100235,Item 18201100235,10,16,17,115.4378772,29.95774673
17293302339,Item 17293302339,8,3,6,42.47029567,22.61342888
28141200040,Item 28141200040,20,19,17,84.74899987,27.86699099
18121100143,Item 18121100143,1,12,14,84.66356528,2.837404491
26241906535,Item 26241906535,12,11,1,60.20430472,16.50006758
17291110640,Item 17291110640,20,9,15,132.6049453,35.36502202
17243201135,Item 17243201135,11,19,21,79.73729775,7.648028261
17243201138,Item 17243201138,19,16,3,72.22049972,2.570091257
17291104437,Item 17291104437,13,14,18,36.1717856,70.6216144
38798024840,Item 38798024840,8,22,12,79.17449026,129.9694498
C00410BLK37,Item C00410BLK37,23,17,15,92.5536175,28.69540749
381192LGR41,Item 381192LGR41,11,19,12,7.004498105,20.88741479
381192DBL43,Item 381192DBL43,10,18,10,73.42329145,17.53551641
38798024841,Item 38798024841,4,19,15,130.9604931,21.30710326
381192LGR40,Item 381192LGR40,15,17,7,22.87552205,18.3665725
38798024839,Item 38798024839,23,21,7,93.74982388,21.83634295
38798024843,Item 38798024843,18,16,1,149.5249044,6.668449076
381192LGR43,Item 381192LGR43,23,9,15,32.71304364,138.8916818
C00410BLK35,Item C00410BLK35,10,11,19,134.9880131,149.4183895
C00300CBL35,Item C00300CBL35,15,13,19,141.8581789,41.22274098
C00300CBL37,Item C00300CBL37,6,18,19,26.68760499,18.6508914
C00300CBL38,Item C00300CBL38,8,15,7,153.514876,1.754468346
C00300CBL36,Item C00300CBL36,13,15,15,17.12024867,21.33675083
381192DBL42,Item 381192DBL42,12,8,4,102.3614636,13.04017461
381192LGR39,Item 381192LGR39,3,11,14,28.42525257,11.81072692
381192LGR44,Item 381192LGR44,11,8,4,81.54151627,166.2569746
28244922938,Item 28244922938,20,15,10,124.6177988,11.77417274
28244922939,Item 28244922939,8,21,4,30.42606417,24.48628717
28242913937,Item 28242913937,3,3,10,68.89596756,13.58515668
28141200043,Item 28141200043,23,11,10,129.38756,97.47370801
18121100438,Item 18121100438,19,1,14,123.9769381,3.815794367
17143174641,Item 17143174641,17,19,18,126.5580967,77.69777673
18121106340,Item 18121106340,2,19,17,30.81008644,62.18181898
17143174640,Item 17143174640,22,12,3,50.30465071,24.04529158
18121106338,Item 18121106338,19,11,6,117.4978264,70.01755861
18121106341,Item 18121106341,3,6,15,69.67516142,53.62220114
28132201741,Item 28132201741,8,13,5,20.94627537,18.58029798
28132201740,Item 28132201740,2,12,4,36.84003478,17.97875097
17245106137,Item 17245106137,9,14,6,10.40470979,7.989880288
17245106136,Item 17245106136,15,18,19,106.6761653,9.181599079
27211216238,Item 27211216238,3,4,12,26.05694084,12.22978431
17145260439,Item 17145260439,13,10,11,19.74501583,16.86537861
17235102338,Item 17235102338,11,6,21,76.22557009,22.42276531
57145221443,Item 57145221443,8,21,7,85.96933404,9.789362261
17211206337,Item 17211206337,6,12,19,140.4297559,10.47310413
17133174042,Item 17133174042,22,14,20,3.354704181,21.90965789
28136201038,Item 28136201038,20,7,2,139.9516237,29.25662342
28136201138,Item 28136201138,21,11,3,38.25072076,6.594098475
391990WHT36,Item 391990WHT36,5,16,8,92.89839005,47.39440983
28881401642,Item 28881401642,3,20,3,91.02218419,107.8422042
28881401640,Item 28881401640,23,7,22,91.37400502,2.702802462
28881401641,Item 28881401641,9,12,19,36.43523465,76.89275705
17193115840,Item 17193115840,3,12,7,1.609806087,16.17728685
17193115842,Item 17193115842,6,9,20,59.87145835,101.300303
18101101537,Item 18101101537,11,21,3,11.39579506,29.56656713
17193115844,Item 17193115844,9,2,3,145.4230462,115.42665
17291103034,Item 17291103034,17,11,23,70.86863871,10.01929749
391990WHT39,Item 391990WHT39,10,6,11,128.4703281,10.09424971
39012323043,Item 39012323043,15,21,15,84.11181857,13.02469552
39012323044,Item 39012323044,14,1,4,71.04475376,21.18128038
28136207039,Item 28136207039,1,7,11,140.4603957,4.546545748
18145201540,Item 18145201540,13,7,10,101.3910945,9.08841947
28136202442,Item 28136202442,10,15,10,152.3214649,4.832557685
28136202438,Item 28136202438,14,6,22,83.76209491,7.05812716
18145201542,Item 18145201542,18,7,10,123.6375913,22.8614876
17193115838,Item 17193115838,4,8,3,116.4154151,12.791946
17293302537,Item 17293302537,14,8,18,37.45106313,12.68858011
17121165643,Item 17121165643,11,6,9,113.0309561,109.5826241
17243111535,Item 17243111535,16,10,11,14.50903187,27.82089878
18221122539,Item 18221122539,17,21,10,37.24886281,77.41272255
88181101444,Item 88181101444,8,2,19,90.88032005,19.50230853
88181101944,Item 88181101944,14,20,20,0.935407299,50.33355216
17193115841,Item 17193115841,23,2,15,133.0656526,169.2838779
18101101643,Item 18101101643,13,14,3,149.3417552,17.81523444
27241905839,Item 27241905839,2,13,23,81.47671504,23.474202
18201100436,Item 18201100436,8,22,10,1.54072426,8.118782817
18101101543,Item 18101101543,12,4,9,69.63458968,124.1846787
39012323042,Item 39012323042,7,19,11,107.8082601,8.240626241
18143107841,Item 18143107841,22,2,22,89.55681591,25.99903216
18143107843,Item 18143107843,15,20,13,28.41255161,25.17743301
18143107840,Item 18143107840,3,13,10,23.27209769,86.69046436
18143107842,Item 18143107842,1,9,12,46.91284231,12.31655407
18105200738,Item 18105200738,4,10,4,6.7317955,17.79163811
18105200739,Item 18105200739,16,21,21,11.35184216,9.69971343
18105200740,Item 18105200740,10,17,19,25.41565941,156.1308788
18105200741,Item 18105200741,19,19,12,50.30168706,22.84502177
18105200742,Item 18105200742,14,6,5,7.280675672,11.85596879
18105200743,Item 18105200743,10,16,18,5.647026063,7.163235915
18103201038,Item 18103201038,22,7,7,159.0919297,3.992340413
18101100438,Item 18101100438,4,22,14,139.7256329,7.42813872
18101100439,Item 18101100439,18,9,2,28.28588927,15.73534439
18101100440,Item 18101100440,11,12,23,20.28182262,14.93266591
17293113934,Item 17293113934,20,6,21,104.9067121,10.60897844
18105200341,Item 18105200341,3,7,10,138.5079352,25.91182603
17203120938,Item 17203120938,23,20,2,145.1943048,6.236325457
27131215141,Item 27131215141,14,13,2,64.80521984,25.68384453
28233242936,Item 28233242936,19,12,10,78.81712321,48.63521964
28233242935,Item 28233242935,1,4,15,128.7569683,5.619438402
28233242937,Item 28233242937,14,3,9,34.04925962,15.19021905
28135212141,Item 28135212141,16,10,16,90.87822609,28.65048091
28233242938,Item 28233242938,5,16,9,19.60097841,25.54954643
28233242939,Item 28233242939,20,5,2,78.83773986,24.49687773
17291204536,Item 17291204536,21,20,2,91.1400511,8.341614688
20055241237,Item 20055241237,17,23,22,82.1345898,25.98881949
20055241236,Item 20055241236,19,15,14,138.6909862,13.32732968
18143116043,Item 18143116043,15,2,4,2.346004079,19.18984535
20026240239,Item 20026240239,8,4,14,108.7680766,28.77218003
17121383240,Item 17121383240,7,17,1,64.20097113,25.18065427
20026132240,Item 20026132240,11,2,4,8.293014849,3.508989858
16191100840,Item 16191100840,1,7,11,117.8732091,24.32717067
28133209342,Item 28133209342,2,21,20,131.7708118,27.24637057
18203112738,Item 18203112738,16,19,11,68.84927716,5.68724958
28133209343,Item 28133209343,11,2,16,95.44259581,21.30745966
18103201042,Item 18103201042,1,6,10,14.98843522,22.32857857
28246927836,Item 28246927836,11,13,1,29.77153103,8.596066975
17121101641,Item 17121101641,20,11,22,106.841996,13.57635601
18201100239,Item 18201100239,8,1,21,24.01793319,56.76924612
16291102435,Item 16291102435,12,1,19,36.07049564,79.63551942
16291102436,Item 16291102436,10,16,12,83.47736743,29.65160306
28242913840,Item 28242913840,9,11,14,158.4892286,54.53302392
28247907340,Item 28247907340,23,2,3,126.8404995,7.3881723
85202100037,Item 85202100037,22,12,5,156.791061,14.2054086
85202100034,Item 85202100034,17,13,8,112.7418892,11.75846199
85202100036,Item 85202100036,15,7,3,91.00351265,25.29068639
17195113241,Item 17195113241,3,23,17,53.29905427,19.40543587
17193113744,Item 17193113744,1,13,12,74.15566451,5.733451499
07293101937,Item 7293101937,12,12,11,19.98002352,15.85950658
07293101938,Item 7293101938,19,2,20,102.683607,45.16164564
18121115043,Item 18121115043,7,10,7,142.8665006,13.5645399
18121115040,Item 18121115040,6,3,14,53.46463226,5.560440678
18293106735,Item 18293106735,6,1,20,121.7900201,102.6327637
18293106739,Item 18293106739,4,22,7,25.82896601,11.63107334
17121383239,Item 17121383239,9,22,16,128.9541188,14.93859062
28115203142,Item 28115203142,23,14,5,30.17935199,133.8929317
28115203141,Item 28115203141,8,12,7,91.46381061,10.04553629
18195200442,Item 18195200442,9,7,4,30.15315204,1.824772633
27135208743,Item 27135208743,14,23,23,51.17306748,25.95809978
17191106442,Item 17191106442,21,21,14,36.38092083,21.58410872
17191106440,Item 17191106440,10,3,4,141.8698748,16.32472023
17243302238,Item 17243302238,13,9,9,153.6756718,28.39718726
16291113038,Item 16291113038,23,13,5,92.56768273,114.2100608
17243108139,Item 17243108139,8,6,9,17.40513667,39.67286899
27231212139,Item 27231212139,14,23,1,82.53578852,19.22993541
07211100336,Item 7211100336,17,18,7,49.1863838,79.81961183
17293302635,Item 17293302635,3,23,15,62.43209444,10.14554292
17293302638,Item 17293302638,13,5,16,121.2847302,23.5082532
17293106435,Item 17293106435,18,21,1,108.8457826,23.47628905
17201100935,Item 17201100935,19,4,23,136.4922168,20.84741818
18101100441,Item 18101100441,7,22,20,76.31264931,5.370154353
18101100442,Item 18101100442,9,9,20,92.46455166,95.69355319
18121114942,Item 18121114942,5,8,12,24.97459343,115.6689529
18193100038,Item 18193100038,17,13,11,94.05973368,29.30878985
18103102641,Item 18103102641,11,11,14,14.12203244,5.268282348
18103102738,Item 18103102738,9,15,16,126.8605008,12.32151574
18103102639,Item 18103102639,15,14,2,122.7087981,6.906434242
18103102742,Item 18103102742,12,19,18,124.7672688,29.68414842
18103201041,Item 18103201041,7,15,23,134.4350873,23.0553481
18195201442,Item 18195201442,7,23,16,27.94990545,24.09110009
18103102638,Item 18103102638,16,17,7,91.50609828,144.4864595
18195201438,Item 18195201438,15,11,21,75.33823008,45.77165459
18195201440,Item 18195201440,14,3,10,146.015915,14.54093458
18103101342,Item 18103101342,15,3,6,116.6303113,10.88791924
18103102740,Item 18103102740,17,9,3,120.4233478,28.01643488
18103102739,Item 18103102739,19,14,6,144.089206,19.53144931
18103102741,Item 18103102741,7,20,12,87.2998879,26.77548748
17291106839,Item 17291106839,5,15,13,28.65269214,9.298492707
17291106837,Item 17291106837,3,13,17,65.36013532,28.19704914
18103102640,Item 18103102640,20,14,13,145.7912499,6.919106746
17291106835,Item 17291106835,18,4,18,42.64739758,18.10164777
17291106836,Item 17291106836,4,11,5,82.7760713,39.19180567
17293102940,Item 17293102940,14,5,5,99.39400191,14.41099722
18103201040,Item 18103201040,4,11,23,85.4291491,22.2969839
18103101343,Item 18103101343,19,23,13,13.7522386,1.680807489
18193100041,Item 18193100041,19,2,17,92.54942905,18.61168747
18203101534,Item 18203101534,9,4,14,44.83454529,41.72683518
18195201443,Item 18195201443,17,19,3,120.9422108,13.59478815
18193100040,Item 18193100040,11,10,5,4.103449776,82.00614675
345903ALY45,Item 345903ALY45,15,3,1,155.0103106,66.71644319
