order_num,warehouse,customer_num,order_dtg
TF1810300005658,SH01,280,2018-10-25 09:18:18
TF1810300005512,SH01,201,2018-10-02 05:37:18
TF1810300005789,SH01,107,2018-10-12 18:13:06
TF1810290012504,SH01,231,2018-10-26 02:18:51
TF1810270014003,SH01,184,2018-10-01 07:14:42
TF1810290013637,SH01,122,2018-10-23 08:11:29
TF1810270014082,SH01,23,2018-10-12 16:49:19
TF1810290012420,SH01,121,2018-10-10 12:55:21
TF1810270009286,SH01,170,2018-10-19 18:42:11
TF1810290013890,SH01,215,2018-10-04 10:48:49
TF1810290012859,SH01,174,2018-10-18 13:55:38
TF1810290007668,SH01,101,2018-10-30 03:52:33
TF1810290013688,SH01,145,2018-10-17 06:27:37
608562063,SH01,30,2018-10-13 04:42:41
TF1810290013699,SH01,31,2018-10-11 05:40:24
TF1810270013704,SH01,3,2018-10-27 01:51:46
TF1810290013736,SH01,56,2018-10-09 19:17:45
TF1810290017213,SH01,279,2018-10-23 15:56:13
TF1810290013729,SH01,128,2018-10-22 18:24:04
TF1810290012339,SH01,12,2018-10-04 09:24:18
TF1810290012974,SH01,68,2018-10-15 19:29:26
TF1810290013829,SH01,142,2018-10-15 14:53:21
TF1810270013756,SH01,208,2018-10-25 00:11:02
TF1810290007862,SH01,112,2018-10-30 20:52:49
608561084,SH01,107,2018-10-02 18:00:18
608560661,SH01,205,2018-10-30 09:53:17
608561072,SH01,178,2018-10-30 13:29:33
608561078,SH01,288,2018-10-18 20:51:36
608560658,SH01,274,2018-10-22 01:22:44
608561073,SH01,57,2018-10-31 00:33:41
TF1810270014059,SH01,108,2018-10-27 20:42:12
TF1810290012798,SH01,277,2018-10-18 08:08:46
608561092,SH01,101,2018-10-23 11:37:57
608561093,SH01,200,2018-10-22 00:17:55
608560654,SH01,300,2018-10-28 23:07:15
608561079,SH01,24,2018-10-20 20:32:20
608560652,SH01,139,2018-10-07 02:14:34
TF1810290007731,SH01,85,2018-10-26 14:51:29
TF1810290013042,SH01,226,2018-10-26 21:05:48
TF1810290007899,SH01,270,2018-10-09 04:59:29
608560660,SH01,46,2018-10-12 23:01:39
TF1810300005575,SH01,66,2018-10-08 18:35:52
TF1810300005797,SH01,152,2018-10-17 14:10:10
TF1810290013900,SH01,262,2018-10-03 09:58:07
608561076,SH01,68,2018-10-28 11:36:11
608561087,SH01,11,2018-10-18 14:25:49
TF1810300005582,SH01,139,2018-10-16 04:07:57
TF1810300005840,SH01,212,2018-10-15 12:00:18
608569533,SH01,106,2018-10-13 11:11:30
608569328,SH01,166,2018-10-31 01:09:09
TF1810290013125,SH01,214,2018-10-15 22:47:25
608560655,SH01,256,2018-10-27 05:20:18
608561090,SH01,104,2018-10-11 16:31:18
608560657,SH01,37,2018-10-22 01:06:22
608561075,SH01,249,2018-10-02 23:49:07
608560656,SH01,236,2018-10-18 23:43:30
TF1810270013985,SH01,132,2018-10-11 20:19:22
TF1810290013342,SH01,199,2018-10-27 05:17:51
TF1810290013258,SH01,130,2018-10-06 15:38:02
TF1810290012697,SH01,114,2018-10-12 13:15:24
608561081,SH01,158,2018-10-21 01:51:09
608561089,SH01,183,2018-10-12 18:44:22
TF1810300005478,SH01,16,2018-10-06 07:58:46
TF1810290016605,SH01,236,2018-10-26 02:59:25
TF1810290013293,SH01,30,2018-10-22 05:07:11
608561083,SH01,227,2018-10-25 17:09:38
608560662,SH01,229,2018-10-20 22:27:37
608560653,SH01,68,2018-10-02 18:39:36
608569532,SH01,295,2018-10-06 11:26:25
608569534,SH01,184,2018-10-07 05:20:37
TF1810310011628,SH01,265,2018-10-12 03:27:50
608571225,SH01,228,2018-10-10 15:05:49
608507942,SH01,181,2018-10-25 00:22:57
TF1810310005103,SH01,246,2018-10-15 18:16:25
TF1810300011818,SH01,24,2018-10-11 15:07:58
TF1810250011119,SH01,116,2018-10-31 09:33:35
TF1810250011122,SH01,13,2018-10-21 07:30:45
608545819,SH01,11,2018-10-17 07:36:49
608571224,SH01,11,2018-10-31 10:53:21
